id,host_id,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,name,host_name,neighbourhood_group,neighbourhood,room_type
18648243,128531725,40.8042,-73.95669000000001,75,2,41,2019-04-01,1.57,2,1,Contemporary Room Close to Columbia & Central Park,Shia,Manhattan,Harlem,Private room
30937756,219517861,40.74871,-73.97446,265,2,5,2019-06-12,1.21,327,83,Sonder | The Nash | Creative 1BR + Gym,Sonder (NYC),Manhattan,Murray Hill,Entire home/apt
33711101,10606171,40.76257,-73.92161999999999,90,1,12,2019-05-13,4.04,1,104,Spacious private room in the heart of Astoria,Nicholas,Queens,Astoria,Private room
27663407,23884430,40.69372,-73.92801,55,1,47,2019-07-07,4.31,3,0,Reader’s Nook,Yuting,Brooklyn,Bushwick,Private room
35196057,187671321,40.81868,-73.94417,295,2,1,2019-06-26,1.0,1,123,Beautiful Renovated Duplex in Historic Townhouse,Alan,Manhattan,Harlem,Entire home/apt
3839364,9332835,40.89022,-73.9039,95,14,3,2019-07-05,0.13,1,0,"Fabulous Large 1 Bed in Riverdale, Bronx NYC",Karen,Bronx,Fieldston,Entire home/apt
12190495,66127,40.68762,-73.95604,49,7,13,2019-05-21,0.36,1,0,"1 BD in stylish renovated 2BDs, Clinton Hill",Aurélien,Brooklyn,Bedford-Stuyvesant,Private room
14485877,39158104,40.64562,-73.90961,75,1,10,2019-06-23,0.29,1,162,I call my place Susan's Villa,Susan,Brooklyn,Canarsie,Private room
10539341,54120025,40.78271,-73.9451,300,31,1,2017-09-04,0.04,1,358,"Sunny, one bedroom apartment UES",Emma,Manhattan,Upper East Side,Entire home/apt
9391509,48712266,40.72528,-73.94488,165,5,201,2019-06-27,4.7,2,212,"Lovely, Serene Brooklyn (NYC) Charm with ACs.",Eka,Brooklyn,Greenpoint,Entire home/apt
3288496,3716641,40.717690000000005,-73.98953,99,30,8,2018-02-27,0.13,8,170,Entire Cozy One Bed #Manhattan #LES,Ofer,Manhattan,Lower East Side,Entire home/apt
14497153,19922104,40.66046,-73.95189,50,2,0,,,1,0,Private bedroom in Crown Heights BK w/ central AC!,Divya,Brooklyn,Prospect-Lefferts Gardens,Private room
10058944,9050420,40.7278,-73.98040999999999,190,1,0,,,1,0,Private Master Bedroom & Full Bath,Anton,Manhattan,East Village,Private room
30392909,107434423,40.748000000000005,-73.97943000000001,252,30,0,,,232,315,Smart Midtown East Studio w/ Doorman + Gym by Blueground,Blueground,Manhattan,Murray Hill,Entire home/apt
20649522,21227711,40.69543,-73.92324,75,4,4,2017-09-25,0.18,1,0,"Bushwick, Spacious Private Room with Balcony",Merrill,Brooklyn,Bushwick,Private room
10509662,8255336,40.72302,-74.00487,82,5,12,2018-12-17,0.3,2,0,Spacious bedroom available in SoHo,Darren,Manhattan,SoHo,Private room
32163798,3280640,40.74437,-73.98848000000001,250,3,18,2019-07-01,3.83,1,26,"BEST LOCATION! Flatiron! Large 2 Bedroom, Terrace",Seth,Manhattan,Midtown,Entire home/apt
31085028,4399103,40.72785,-73.99933,310,31,18,2019-06-28,2.87,2,7,Village/soho  |  2Br + Skylights,James,Manhattan,Greenwich Village,Entire home/apt
29371373,39301747,40.81801,-73.93855,78,1,27,2019-07-01,3.86,1,33,Heart of nyc. Harlem.,Takeis,Manhattan,Harlem,Entire home/apt
23166697,21485411,40.68706,-73.95636999999999,95,1,22,2019-06-30,1.33,1,36,Cozy bedroom in Clinton Hill,Brittany,Brooklyn,Bedford-Stuyvesant,Private room
4742842,7111318,40.82784,-73.93704,100,3,111,2019-06-23,3.15,1,9,Cozy Harlem Escape 20 mins to Times Square,Morgan Marie,Manhattan,Harlem,Entire home/apt
33913682,27277379,40.814820000000005,-73.94476999999999,75,2,9,2019-07-03,3.75,1,227,Cozy room with turquoise accent in historic Harlem,Karina,Manhattan,Harlem,Private room
2096968,1461630,40.76352,-73.95548000000001,135,4,105,2019-06-29,1.56,1,267,*Upper East Side Cozy 1 Bedroom*,Ro,Manhattan,Upper East Side,Entire home/apt
7679094,3130040,40.776790000000005,-73.9212,175,2,7,2018-10-07,0.15,1,0,Bright and Airy Astoria Loft,Ana María,Queens,Ditmars Steinway,Entire home/apt
19013218,10903067,40.76619,-73.98987,179,3,17,2019-05-11,0.67,1,5,Large Private 1 Bedroom Apt in Hell's Kitchen Area,Justin,Manhattan,Hell's Kitchen,Entire home/apt
9838920,12745771,40.85509,-73.93236,28,1,1,2015-12-31,0.02,1,0,1 bedroom in Morningside Apartment,Amanda,Manhattan,Washington Heights,Private room
2545184,4096786,40.87605,-73.88046999999999,70,6,40,2019-03-01,0.73,1,313,Great room! Good for med students!,Nicolas,Bronx,Norwood,Private room
19475198,3228795,40.76386,-73.91475,60,2,3,2017-08-18,0.13,1,0,Private Bedroom in Beautiful Astoria Apt,Jonathan,Queens,Astoria,Private room
32816486,65098342,40.76494,-73.95808000000001,225,2,4,2019-05-31,1.24,1,1,Cozy UES Apartment,Lacey,Manhattan,Upper East Side,Entire home/apt
22107142,161497828,40.65534,-73.95644,100,2,2,2018-01-02,0.11,1,95,Your NYC HOME! LRG 1 BED APT 20min from Manhattan,Matias,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt
30439783,138573840,40.69453,-73.90666999999999,90,1,2,2019-01-01,0.31,1,0,The Halsey Treehouse,Helen,Brooklyn,Bushwick,Private room
31499524,34915339,40.78001,-73.9518,99,1,38,2019-06-30,6.44,4,142,Stylish cozy room in prime area of Upper East,Michael,Manhattan,Upper East Side,Private room
4520941,23439479,40.86644,-73.92676999999999,250,3,18,2018-10-29,0.35,2,336,"SPACIOUS,  2 bedrooms, sleeps 4, private bath",Victoria,Manhattan,Inwood,Private room
24842392,3090750,40.77106,-73.95013,59,2,4,2018-05-25,0.28,2,0,Private Room in a Two bedroom apartment,Laura,Manhattan,Upper East Side,Private room
16086320,104835356,40.65477,-74.001,69,1,32,2019-06-16,1.14,3,292,"Brand New Modern Luxury Apt, Room B",Jerry,Brooklyn,Sunset Park,Private room
21769981,157262166,40.65662,-73.95344,59,2,102,2019-07-07,5.2,2,347,Private room w/ bathroom near Prospect Park,Sweden,Brooklyn,Prospect-Lefferts Gardens,Private room
29609668,22307859,40.63784,-73.89406,98,3,0,,,5,361,Le Chateau Vacation,Sharon,Brooklyn,Canarsie,Private room
29704955,63966927,40.6956,-73.93739000000001,50,1,5,2019-06-22,0.65,1,188,Huge Room Right by the Myrtle JMZ,Hope,Brooklyn,Bedford-Stuyvesant,Private room
21353639,44379772,40.87312,-73.9179,85,1,0,,,1,317,"Private Master Bedroom- Updated, Clean and Lovely!",Serena,Manhattan,Inwood,Private room
20916679,9215509,40.69072,-73.96539,165,14,4,2018-07-27,0.19,2,179,Oversized Studio Flat,Jj,Brooklyn,Clinton Hill,Entire home/apt
33635292,219517861,40.70642,-74.01255,230,2,2,2019-06-24,1.5,327,319,Sonder | Stock Exchange | Sunny 1BR + Kitchen,Sonder (NYC),Manhattan,Financial District,Entire home/apt
30710341,229872448,40.78791,-73.97404,180,5,1,2018-12-26,0.15,1,0,Zohar’s Apartment,Zohar,Manhattan,Upper West Side,Entire home/apt
34980912,10787323,40.70113,-73.92175,80,3,3,2019-06-08,2.14,1,0,Cosy room in the heart of Bushwick!,Natalie,Brooklyn,Bushwick,Private room
518576,2155917,40.68812,-73.94627,250,30,62,2019-07-02,0.73,3,292,3 bedroom duplex apt with backyard,Stephanie,Brooklyn,Bedford-Stuyvesant,Entire home/apt
33966122,138962369,40.89039,-73.83185999999999,50,3,8,2019-07-07,3.04,1,34,"Relaxing, comfy, and stress-free apartment.",Eugenia,Bronx,Edenwald,Entire home/apt
2422991,12384418,40.7453,-74.00704,159,2,43,2019-06-23,1.1,1,25,Trendy Apt by Chelsea Market with High Line Views,Daniel,Manhattan,Chelsea,Entire home/apt
30792493,230165497,40.72129,-74.0019,250,30,0,,,4,364,Luxury 2BR 2BA with washer/dryer in Soho/Tribeca,Lara,Manhattan,SoHo,Entire home/apt
32241096,219517861,40.70656,-74.01094,228,2,8,2019-05-29,2.12,327,343,Sonder | Stock Exchange | Sunny 1BR + Sofa Bed,Sonder (NYC),Manhattan,Financial District,Entire home/apt
29213401,164719010,40.77945,-73.82029,35,1,35,2019-07-06,3.87,3,86,PrivateRoom/LGA&JFK&Citi field&法拉盛/BustoManhattan,Babie,Queens,Whitestone,Private room
8358047,44050884,40.8272,-73.94136999999999,80,1,0,,,1,0,Nice Bedroom in Harlem (Sugar Hill),Amaurys,Manhattan,Harlem,Private room
15733438,2908180,40.7898,-73.94213,125,5,59,2019-07-02,2.03,1,110,MASTER BR/ SUITE ( PRIVATE BATHROOM ),Simone,Manhattan,East Harlem,Private room
13620412,77765017,40.68499,-73.94433000000001,65,3,124,2019-06-20,3.45,1,199,"Cozy, private bed & private bath",Isabelle,Brooklyn,Bedford-Stuyvesant,Private room
19227532,134601877,40.79929,-73.94605,350,3,81,2019-06-29,3.46,2,27,"Amazing Harlem Apartment on 5th Avenue 
3 bedrooms",Steven,Manhattan,East Harlem,Entire home/apt
10289124,31919780,40.68507,-73.93888000000001,99,3,88,2019-06-05,2.19,2,47,"2 BR Brownstone Retreat, 3rd Fl.",Neil,Brooklyn,Bedford-Stuyvesant,Entire home/apt
18203651,649374,40.6536,-73.92643000000001,60,2,16,2017-11-15,0.71,1,0,Comfortable Rest Stop,Jeremy,Brooklyn,East Flatbush,Private room
4982699,25686141,40.67924,-73.84770999999999,99,3,66,2018-07-21,1.29,1,189,Two Bedroom Apartment,Linden,Queens,Ozone Park,Entire home/apt
32238387,219517861,40.70766,-74.01114,244,2,1,2019-05-27,0.7,327,258,Sonder | Stock Exchange | Central 1BR + Sofa Bed,Sonder (NYC),Manhattan,Financial District,Entire home/apt
1461721,7831209,40.807590000000005,-73.93839,55,1,167,2019-05-07,2.78,10,363,3B. Private  Rm in Guesthouse Manhattan,Bobi,Manhattan,East Harlem,Private room
34717211,30509656,40.808690000000006,-73.9317,28,1,1,2019-05-25,0.67,8,73,Mott Haven Dorm BB,Orit,Bronx,Port Morris,Shared room
27405874,206538133,40.70522,-74.00728000000001,175,2,1,2018-08-26,0.09,1,0,Neat and quiet space for you.,Gayle,Manhattan,Financial District,Entire home/apt
24260244,58023108,40.74077,-73.97977,102,20,2,2018-04-11,0.13,1,0,NYC BEAUTIFUL APARTMENT IN MANHATTAN,Nicole,Manhattan,Kips Bay,Private room
4422017,22954228,40.65339,-73.962,49,3,7,2016-01-06,0.12,2,0,"Private Spacious Rm, Prospect Park",Cassandra,Brooklyn,Flatbush,Private room
4588689,5926785,40.72556,-73.98504,205,1,0,,,1,0,One Bedroom East Village New York,Cynthia,Manhattan,East Village,Entire home/apt
9851704,12871485,40.680040000000005,-73.94628,120,2,9,2016-12-31,0.21,1,0,Beautiful 1 bedroom apt in Bedstuy,Chris,Brooklyn,Bedford-Stuyvesant,Entire home/apt
582272,2712129,40.72437,-73.94847,75,5,1,2018-11-13,0.13,1,0,Privet Room in Greenpoint +Backyard *location,Raziel,Brooklyn,Greenpoint,Private room
3628328,1279211,40.82603,-73.92312,87,6,11,2019-06-04,0.28,1,0,2BR Apartment in Doorman Building,Aldo,Bronx,Concourse Village,Entire home/apt
36319154,221179834,40.60146,-73.94673,40,2,0,,,1,89,Nice and large room to rent in a 2 beds apt,Uri,Brooklyn,Sheepshead Bay,Private room
21240926,11005274,40.77179,-73.95585,125,5,48,2019-07-03,2.3,1,2,Cozy studio in Upper East Side,Vanessa,Manhattan,Upper East Side,Entire home/apt
4282998,9471525,40.74092,-73.97816999999999,200,7,9,2019-01-05,0.16,1,291,Spacious 1 BR & terrace on 19th floor viewing NYC,Chris,Manhattan,Kips Bay,Entire home/apt
29190199,105506002,40.7126,-73.93982,44,30,1,2019-06-09,1.0,1,84,"Quick walk to L Train, Free Cleaning & WiFi!",Martin & Steve,Brooklyn,Williamsburg,Private room
11334160,41616878,40.69033,-73.9083,50,30,12,2019-05-31,0.31,4,326,Sunny New Apartment in Artsy Area!,Melissa,Brooklyn,Bushwick,Private room
9479348,369154,40.813190000000006,-73.94423,345,4,16,2019-04-30,0.37,1,206,Penthouse Duplex & Roof Top Terrace,Michael,Manhattan,Harlem,Entire home/apt
19764868,106837455,40.78443,-73.98255999999999,135,90,0,,,8,125,"UWS Townhouse 1BR  Modern, Bright 3A",Lisa,Manhattan,Upper West Side,Entire home/apt
5736925,16621177,40.66812,-73.98303,140,2,232,2019-07-04,4.46,1,326,Park Slope center Garden Studio  ,Susan,Brooklyn,Park Slope,Entire home/apt
21987828,14535843,40.64215,-73.95685,38,4,1,2018-01-01,0.05,1,0,Sunny Private Room in 3-Bedroom Apt.,Luna,Brooklyn,Flatbush,Private room
1644133,8726014,40.63205,-73.94587,90,1,5,2019-05-03,0.08,1,361,Large Spacious Apt For Sublet,ELouise,Brooklyn,East Flatbush,Entire home/apt
29880528,211895243,40.62541,-73.96293,105,3,1,2018-11-11,0.12,2,46,"Private Suite: Brooklyn, NY - 40 min to Manhattan",Lili,Brooklyn,Midwood,Entire home/apt
21605900,6690551,40.8556,-73.93245,35,4,67,2019-07-03,3.61,1,2,Only 25 min to Times Square,Victor,Manhattan,Washington Heights,Private room
7095534,37191710,40.72474,-73.98273,110,1,1,2015-07-23,0.02,1,0,Private BR in ABC,Kevin,Manhattan,East Village,Private room
20645320,76104209,40.77068,-73.98674,229,30,0,,,33,364,32 FLR VIEWS!LINCOLN SQR-LUXURY MIDTOWN WEST 60TH,Rated,Manhattan,Upper West Side,Entire home/apt
16190902,32084117,40.74183,-73.99996999999999,330,2,124,2019-05-27,3.94,1,317,Your point in Chelsea,Fernando,Manhattan,Chelsea,Entire home/apt
14366054,5120169,40.68172,-73.95118000000001,85,2,8,2017-11-12,0.23,2,0,"Beautiful, large bedroom",Jason,Brooklyn,Bedford-Stuyvesant,Private room
8940685,7918948,40.76263,-73.98909,180,1,1,2015-12-13,0.02,1,0,Central Park Time SQ Chic Studio,Elle,Manhattan,Hell's Kitchen,Entire home/apt
35170961,30509656,40.80844,-73.9316,60,1,0,,,8,89,Mott Haven Private Dorm AA,Orit,Bronx,Port Morris,Shared room
29853088,137194766,40.75491,-73.91445,98,3,32,2019-06-21,4.02,2,131,Cute & convenient garden apartment in Astoria/LIC,Maria,Queens,Astoria,Entire home/apt
33807644,10951481,40.71092,-73.96717,249,30,0,,,5,222,Williamsburg 30 days min. 2bath/en suite 2bedroom,Ann,Brooklyn,Williamsburg,Entire home/apt
3420223,17241205,40.70791,-73.93396,129,1,21,2016-09-05,0.36,1,0,Sunny Bushwick Apartment / Morgan L,Abigail,Brooklyn,Williamsburg,Entire home/apt
1343532,3239771,40.67275,-73.95144,40,7,14,2019-03-02,0.2,2,221,Room2 in a Good Vibe Apartment,Olivia,Brooklyn,Crown Heights,Private room
29964470,1093220,40.70328,-73.92474,100,5,1,2018-12-28,0.16,3,0,2 Bedroom Bushwick Apartment,Chavisa,Brooklyn,Bushwick,Entire home/apt
19699241,138782186,40.65531,-73.7274,70,1,0,,,2,365,MJ house,Hannah M,Queens,Rosedale,Private room
14446960,88960729,40.74321,-73.89988000000001,199,3,169,2019-06-24,4.8,1,302,"Cozy 3 Bedroom, 20 Minutes to Times Square!",Chin,Queens,Woodside,Entire home/apt
21431963,122374980,40.78428,-73.97665,60,1,90,2019-06-13,4.35,4,77,Magical Space w/Incredible Cozy Energy,Matt,Manhattan,Upper West Side,Shared room
36407969,273741577,40.72388,-73.98354,178,1,0,,,1,35,"1 BDRM  SPACIOUS ,QUIET, EAST VILLAGE ARTIST OASIS",Lynn,Manhattan,East Village,Entire home/apt
8505,25326,40.65599,-73.97519,60,1,19,2019-06-23,1.37,2,85,Sunny Bedroom Across Prospect Park,Gregory,Brooklyn,Windsor Terrace,Private room
34999688,99410435,40.713440000000006,-73.94612,295,2,1,2019-06-16,1.0,3,321,Modern Home 3 bed/1 bath 10 minutes to Manhattan,Joshua,Brooklyn,Williamsburg,Entire home/apt
34417476,259796664,40.7546,-73.93506,99,1,9,2019-06-20,4.15,10,360,Gorgeous LIC-Lush garden-Midtown1stop-Breakfast,Santi,Queens,Long Island City,Private room
25186915,5608167,40.67835,-74.01394,100,1,12,2018-11-02,0.88,1,8,Charming Room by the Pier,Rhianna,Brooklyn,Red Hook,Private room
21524324,33910461,40.76391,-73.98238,300,3,0,,,1,0,Manhattan Club - New Years Eve,Colleen,Manhattan,Midtown,Private room
21921707,100424005,40.69386,-73.91897,39,5,9,2018-09-24,0.46,1,0,Sunny Minimal Bushwick: longterms encouraged!,Dewey,Brooklyn,Bushwick,Private room
35805474,269297229,40.71394,-73.96301,199,5,0,,,1,213,Industrial artsy loft in Williamsburg,Юлия,Brooklyn,Williamsburg,Entire home/apt
29457851,53223410,40.71047,-73.95529,200,5,2,2019-01-01,0.26,1,0,New Luxury Williamsburg 2 Bedroom 2 Bath,Rachael,Brooklyn,Williamsburg,Entire home/apt
24855248,37421312,40.77096,-73.95334,125,7,3,2018-05-31,0.21,1,0,"1st Fl Studio on Upper East, close to Central Park",Nikki,Manhattan,Upper East Side,Entire home/apt
13231399,4316938,40.80735,-73.94064,175,9,0,,,1,365,Beautiful garden 1 bed 7/8-7/18,Skye,Manhattan,East Harlem,Entire home/apt
34491871,261750091,40.76245,-73.98339,100,1,0,,,7,320,Perfect Suite Retreat in Times Square,The Michelangelo,Manhattan,Theater District,Private room
20291879,33028687,40.691320000000005,-73.94494,150,2,6,2019-05-19,0.26,1,0,Photography Bedroom in Modern Brooklyn Flat,Robert,Brooklyn,Bedford-Stuyvesant,Private room
27785327,3635302,40.70563,-73.91853,90,2,6,2019-05-31,0.58,3,89,Bushwick Art collective bedroom A,Adam,Brooklyn,Bushwick,Private room
28202752,156505456,40.66265,-73.88735,85,3,10,2019-06-10,1.04,13,90,Cozy cove,John,Brooklyn,East New York,Private room
595321,898980,40.71316,-73.94532,77,3,5,2018-10-21,0.08,1,0,Williamsburg Peace for the Solo Traveler,Kelly,Brooklyn,Williamsburg,Private room
4016069,7831209,40.80732,-73.93775,55,1,163,2019-05-14,2.76,10,359,1C.  Private  Rm in Guesthouse Manhattan,Bobi,Manhattan,East Harlem,Private room
21185183,30283594,40.75121,-73.99812,169,30,1,2017-11-20,0.05,121,282,Luxury 1BR in NYC + Great Amenities & Rooftop Ter.,Kara,Manhattan,Chelsea,Entire home/apt
4720326,5279180,40.73951,-73.9827,170,3,0,,,1,0,Gramercy/Kips Bay 1BR- the best! ,Jane,Manhattan,Kips Bay,Entire home/apt
33543641,246272839,40.76671,-73.81935,85,1,8,2019-07-01,2.82,4,150,Home away from home!! (4A),Northern Star Realty,Queens,Flushing,Entire home/apt
20211737,61649734,40.6902,-73.91515,50,1,61,2019-06-23,2.6,2,9,Spacious room in beautiful apartment,Giulliana,Brooklyn,Bushwick,Private room
6347729,33064599,40.80168,-73.96543,59,3,68,2019-04-19,1.42,6,319,Modern& Pretty Bedroom UpperBest!!!!,Yukee,Manhattan,Upper West Side,Private room
11775483,116382,40.66898,-73.94209000000001,35,3,165,2019-04-10,4.09,5,272,Sunny little Nook in NYC!,Anthony,Brooklyn,Crown Heights,Private room
20804083,28341776,40.68265,-73.97754,120,3,5,2018-07-29,0.23,2,0,Sun Drenched Master Bedroom in Brooklyn Apartment,Josh,Brooklyn,Park Slope,Private room
33578821,1192659,40.68775,-73.9277,50,4,1,2019-06-16,1.0,3,23,Cozy bedroom with patio in  townhouse in Brooklyn,Leandro And Julia,Brooklyn,Bedford-Stuyvesant,Private room
25165611,1678704,40.69317,-73.93003,45,1,42,2019-07-01,3.19,3,106,New Yorker Room - 10 mins to Williamsburg/LES/City,Roberto,Brooklyn,Bedford-Stuyvesant,Private room
33477284,72855892,40.68171,-73.92858000000001,115,1,19,2019-06-30,6.55,1,74,Spacious NEW studio in Brooklyn near NYC subway!,Melvis,Brooklyn,Bedford-Stuyvesant,Entire home/apt
5894720,8201914,40.71124,-73.95255999999999,234,4,11,2018-08-26,0.23,1,0,Bright Lux 1BR in Williamsburg,Faye,Brooklyn,Williamsburg,Entire home/apt
9563529,48937383,40.86458,-73.92883,90,1,0,,,1,0,Clean and spacious apartment,Sophia,Manhattan,Inwood,Private room
12084009,64765550,40.77924,-73.94924,140,1,4,2016-07-01,0.1,1,0,Cozy Upper East Side 1 Bedroom,Stefano,Manhattan,Upper East Side,Entire home/apt
35314884,263440435,40.7592,-73.92155,300,3,3,2019-06-30,3.0,1,320,Modern Family Home w/ Patio | 10 min to Manhattan,Lucas,Queens,Astoria,Entire home/apt
28157869,68927337,40.653290000000005,-73.92756,50,7,1,2018-09-28,0.11,1,179,Brooklyn Guest Suite,Jean,Brooklyn,East Flatbush,Shared room
31379248,10032762,40.67612,-73.95855999999999,85,2,2,2019-06-23,0.85,1,6,"Cozy, Sunny Franklin Ave 1-Bedroom with a Piano",Kristina,Brooklyn,Crown Heights,Entire home/apt
6988793,13857446,40.65371,-73.95623,90,2,12,2015-12-19,0.25,1,0,"Perfect for Cat, Book, Park Lovers!",Laura,Brooklyn,Flatbush,Entire home/apt
7919803,4549552,40.69118,-73.95928,160,2,14,2016-05-21,0.3,1,0,Comfy & Charming 2 Bedroom Home,Jill,Brooklyn,Bedford-Stuyvesant,Entire home/apt
8388864,36688169,40.68863,-73.98935,59,1,151,2019-06-29,3.37,1,325,Quiet Bedroom in Cobble Hill,Sloan,Brooklyn,Boerum Hill,Private room
12113879,5300585,40.73949,-73.99801,220,4,81,2019-07-02,2.11,1,217,"Sunny, Large West Village 1 BR Near Everything",,Manhattan,Chelsea,Entire home/apt
4839932,24907501,40.769740000000006,-73.91819,124,14,8,2019-01-03,0.15,1,0,"Super spacious cozy one-bedroom apartment, Astoria",Milena,Queens,Astoria,Entire home/apt
29987867,3874544,40.82484,-73.95271,115,4,8,2019-06-01,1.06,1,0,Quietly cool uptown 1BD apartment,Justine,Manhattan,Harlem,Entire home/apt
13459841,4841046,40.71216,-73.95853000000001,105,15,30,2019-05-26,0.84,1,85,Sunny Williamsburg w Balcony - Long Term Rental,Jesse,Brooklyn,Williamsburg,Entire home/apt
9674453,49620552,40.76923,-73.91203,239,3,8,2019-01-02,0.19,4,274,ENTIRE Chic Apt in Astoria NYC,Raul,Queens,Astoria,Entire home/apt
21772258,41118093,40.67329,-73.98311,125,3,2,2018-03-13,0.1,1,0,Beautiful Home in Park Slope!,Brittany,Brooklyn,Park Slope,Entire home/apt
22879903,22040625,40.75561,-73.93596,59,2,1,2018-02-07,0.06,1,0,Private room & bathroom in luxury building at LIC,Juanjo,Queens,Long Island City,Private room
1699934,2015914,40.66874,-73.88548,75,3,34,2019-04-06,0.49,8,341,SAFE BUDGET IN  Brooklyn  NYC,Majar,Brooklyn,East New York,Private room
30628768,137358866,40.73501,-73.87989,36,30,1,2019-03-01,0.23,103,234,Affordable room near airport - LGA - and subway!,Kazuya,Queens,Elmhurst,Private room
16429863,44269300,40.7396,-73.92324,115,2,24,2019-04-20,0.78,1,19,Sunny Private Bedroom in an apartment Sunnyside,Franklyn,Queens,Sunnyside,Private room
36076335,270874051,40.75258,-73.93475,119,1,0,,,8,333,★ Premier Room with 2 Queen Beds ★,Hotel Vetiver,Queens,Long Island City,Private room
15758553,14258860,40.71809,-73.95283,200,5,1,2016-11-13,0.03,1,0,Luxurious Williamsburg Loft with Private Patio,Alvaro,Brooklyn,Williamsburg,Entire home/apt
5720569,29661897,40.8558,-73.93025,100,5,15,2017-10-23,0.29,1,30,NYC 1-Bedroom Apt in the Heights,Eric,Manhattan,Washington Heights,Entire home/apt
31936078,86078176,40.76243,-73.98621,120,2,0,,,1,0,Midtown sleep space,Nicole,Manhattan,Hell's Kitchen,Private room
144148,299755,40.72217,-73.98419,96,1,34,2016-01-05,0.58,1,0,1 Bdrm in 4 Bdrm dupelx/roof deck,Jonathan,Manhattan,East Village,Private room
14039239,78870551,40.66562,-73.98935999999999,80,1,0,,,1,0,Spacious Room in Park Slope Apartment,Christina,Brooklyn,South Slope,Private room
13164444,15221605,40.71102,-73.95123000000001,269,7,1,2016-07-20,0.03,1,0,Luxury Loft in Renovated Warehouse with 2 terraces,Elizabeth,Brooklyn,Williamsburg,Entire home/apt
21568341,156843123,40.73858,-73.80809,65,2,4,2018-10-07,0.28,1,364,"Charming, cozy, clean, affordable & spacious room",IndraRisma,Queens,Flushing,Private room
1979506,10071119,40.76838,-73.95481,100,1,1,2014-01-02,0.01,1,0,Cozy duplex on the Upper East side!,Nora,Manhattan,Upper East Side,Private room
932277,2902266,40.70434,-73.98989,125,20,35,2015-01-05,0.45,1,311,Fabulous Industrial Dumbo Loft,Kate,Brooklyn,DUMBO,Private room
622410,1563352,40.66839,-73.96001,85,2,0,,,1,0,"Great room in 2BR, Bright + Cozy!",Evelina,Brooklyn,Crown Heights,Private room
31382878,226960918,40.739340000000006,-74.00146,180,3,2,2019-06-21,2.0,1,173,Private Studio apartment in the west village,Pamela,Manhattan,Chelsea,Entire home/apt
2410200,11982812,40.71023,-73.94657,89,1,99,2017-11-18,1.55,1,0,"Heart of Williamsburg, Brooklyn!",Georgia,Brooklyn,Williamsburg,Private room
13920801,10312167,40.80297,-73.9505,99,28,76,2019-03-04,2.16,2,296,Beautiful 2 bedroom private suite,Razia,Manhattan,Harlem,Entire home/apt
33932433,55143966,40.69764,-73.91585,62,17,2,2019-07-02,0.78,1,21,"Room w/Loft & Private Bathroom, Private Entrance",Jason,Brooklyn,Bushwick,Private room
11046443,17171841,40.79736,-73.94203,79,1,149,2019-06-23,3.63,1,290,MANHATTAN Studio 10 SECONDS Walk to Subway,Bond,Manhattan,East Harlem,Entire home/apt
36115183,271667012,40.852340000000005,-73.82969,55,7,0,,,1,179,Cozy warm,Dilenny,Bronx,Pelham Bay,Entire home/apt
34467399,27493716,40.64836,-74.00076,70,1,2,2019-07-02,1.3,2,361,Sunny Quiet Bedroom Two Express Stops to Manhattan,Monica,Brooklyn,Sunset Park,Private room
1223755,3571821,40.69122,-73.95648,35,5,110,2018-01-03,1.49,4,0,"Cozy, friendly, 3 min from subway.",Andy & Friends,Brooklyn,Bedford-Stuyvesant,Shared room
32420737,231704,40.7897,-73.97909,317,30,0,,,3,358,"Classic UWS doorman 3 BR. River, elevator, dogs",Judith,Manhattan,Upper West Side,Entire home/apt
17073231,83717038,40.73714,-73.95333000000001,55,2,62,2019-06-24,2.11,3,0,RE - Budget Friendly room in the Greenpoint Area!,Max,Brooklyn,Greenpoint,Private room
14665418,22935573,40.71433,-73.95857,295,2,78,2019-06-27,2.27,1,309,Spacious light drenched 3 bedroom,Matias,Brooklyn,Williamsburg,Entire home/apt
36424129,107407045,40.69217,-73.93191,35,30,0,,,1,44,Bright & Cheerful! Modern w/ Laundry + Fast WiFi,Brett & Megan,Brooklyn,Bedford-Stuyvesant,Private room
33002617,248385708,40.60331,-73.95082,21,1,2,2019-05-26,1.02,1,90,Room for 2  Per diem $50 rental up to 30 days max,Alexander,Brooklyn,Sheepshead Bay,Private room
1217670,4532557,40.70653,-73.9462,84,45,45,2019-06-04,0.61,1,244,"BK Rest - Williamsburg, Brooklyn",Joshua,Brooklyn,Williamsburg,Entire home/apt
35713130,268276813,40.7645,-73.99434000000001,300,1,0,,,3,362,Private 2BR apartment in Historic Hell’s Kitchen,Andy,Manhattan,Hell's Kitchen,Entire home/apt
24559347,73079322,40.84365,-73.93982,45,3,1,2019-01-09,0.17,1,5,Spacious and bright bedroom,Guilda,Manhattan,Washington Heights,Private room
4502339,23349530,40.802040000000005,-73.95656,80,1,0,,,1,59,Centrak Park North cozy apartment,Yely,Manhattan,Harlem,Shared room
